loc,function_count,avg_function_length,max_function_length,cyclomatic_complexity,max_nesting_depth,total_issue_count,security_issue_count,duplication_ratio,dependency_risk_score,has_tests,structural_risk,security_risk,maintainability_risk,test_risk,overall_risk
56,6,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
126,17,0.0,0,9,0,1,0,0.0,0.0,0,0.31,0.0,0.18,0.45,0.212
102,13,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
51,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
15,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
8,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
37,1,0.0,0,3,0,2,0,0.17111470548591454,0.08,1,0.17,0.024,0.1627,0.0,0.0992
8,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
8,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
39,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
110,10,0.0,0,3,0,0,0,0.17111470548591454,0.08,1,0.09,0.024,0.1627,0.0,0.0712
91,1,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
289,16,0.0,0,5,0,1,0,0.17111470548591454,0.08,1,0.19,0.024,0.2027,0.0,0.1142
451,18,0.0,0,19,0,2,0,0.17111470548591454,0.08,1,0.65,0.024,0.4827,0.0,0.3312
243,10,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
350,20,0.0,0,2,0,1,0,0.17111470548591454,0.08,1,0.1,0.024,0.1427,0.0,0.0707
168,0,0.0,0,1,0,0,0,0.17111470548591454,0.08,1,0.03,0.024,0.1227,0.0,0.0422
28,3,0.0,0,1,0,3,0,0.0,0.0,0,0.15,0.0,0.02,0.05,0.064
0,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
28,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
249,15,0.0,0,17,0,0,0,0.0,0.0,0,0.51,0.0,0.34,0.85,0.374
6,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
19,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
26,1,0.0,0,1,0,1,0,0.0,0.0,0,0.07,0.0,0.02,0.05,0.036
8,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
18,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
13,2,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
5,0,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
128,14,0.0,0,5,0,0,0,0.0,0.0,0,0.15,0.0,0.1,0.25,0.11
124,15,0.0,0,5,0,1,0,0.0,0.0,0,0.19,0.0,0.1,0.25,0.124
23,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
11,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
9,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
54,5,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
9,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
9,1,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
70,4,0.0,0,2,0,0,0,0.0,0.0,0,0.06,0.0,0.04,0.1,0.044
69,12,0.0,0,1,0,0,0,0.0,0.0,0,0.03,0.0,0.02,0.05,0.022
260,27,0.0,0,4,0,1,0,0.0,0.0,0,0.16,0.0,0.08,0.2,0.102
96,7,0.0,0,2,0,1,0,0.0,0.0,0,0.1,0.0,0.04,0.1,0.058
33,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
7,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
5,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
35,0,0.0,0,2,1,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
17,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
45,2,14.5,19,4,1,2,2,0.057654254362295376,0.33,1,0.2,0.379,0.1146,0.0,0.2066
9,2,2.0,2,1,0,1,1,0.057654254362295376,0.33,1,0.07,0.239,0.0546,0.0,0.1071
12,2,2.0,2,1,0,1,1,0.057654254362295376,0.33,1,0.07,0.239,0.0546,0.0,0.1071
8,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
98,4,4.25,7,5,2,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
155,4,4.25,7,6,2,0,0,0.057654254362295376,0.33,1,0.18,0.099,0.1546,0.0,0.1236
35,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
10,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
16,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
66,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
15,0,0.0,0,2,1,1,1,0.057654254362295376,0.33,1,0.1,0.239,0.0746,0.0,0.1216
44,0,0.0,0,2,1,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
444,0,0.0,0,98,6,0,0,0.057654254362295376,0.33,1,0.6,0.099,0.4346,0.0,0.3266
143,0,0.0,0,39,4,0,0,0.057654254362295376,0.33,1,0.6,0.099,0.4346,0.0,0.3266
37,0,0.0,0,8,2,0,0,0.057654254362295376,0.33,1,0.24,0.099,0.1946,0.0,0.1526
50,0,0.0,0,5,1,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
204,0,0.0,0,30,3,5,5,0.057654254362295376,0.33,1,0.8,0.799,0.4346,0.0,0.6066
8,0,0.0,0,3,1,0,0,0.057654254362295376,0.33,1,0.09,0.099,0.0946,0.0,0.0801
105,0,0.0,0,26,3,0,0,0.057654254362295376,0.33,1,0.6,0.099,0.4346,0.0,0.3266
73,0,0.0,0,12,2,0,0,0.057654254362295376,0.33,1,0.36,0.099,0.2746,0.0,0.2106
197,0,0.0,0,45,3,0,0,0.057654254362295376,0.33,1,0.6,0.099,0.4346,0.0,0.3266
59,0,0.0,0,8,2,0,0,0.057654254362295376,0.33,1,0.24,0.099,0.1946,0.0,0.1526
12,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
117,0,0.0,0,26,4,0,0,0.057654254362295376,0.33,1,0.6,0.099,0.4346,0.0,0.3266
0,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
15,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
51,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
30,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
29,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
35,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
16,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
44,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
19,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
16,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
14,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
20,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
13,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
13,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
29,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
30,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
87,6,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
19,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
57,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
55,7,0.0,0,1,0,1,0,0.057654254362295376,0.33,1,0.07,0.099,0.0546,0.0,0.0651
221,12,0.0,0,9,0,1,0,0.057654254362295376,0.33,1,0.31,0.099,0.2146,0.0,0.1811
66,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
139,7,0.0,0,3,0,0,0,0.057654254362295376,0.33,1,0.09,0.099,0.0946,0.0,0.0801
15,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
71,3,0.0,0,5,0,1,0,0.057654254362295376,0.33,1,0.19,0.099,0.1346,0.0,0.1231
160,7,0.0,0,4,0,0,0,0.057654254362295376,0.33,1,0.12,0.099,0.1146,0.0,0.0946
228,13,0.0,0,7,0,0,0,0.057654254362295376,0.33,1,0.21,0.099,0.1746,0.0,0.1381
81,5,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
35,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
37,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
109,9,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
138,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
167,9,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
172,20,0.0,0,5,0,3,0,0.057654254362295376,0.33,1,0.27,0.099,0.1346,0.0,0.1511
17,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
144,12,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
37,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
0,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
69,7,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
52,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
77,5,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
37,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
491,47,0.0,0,22,0,1,0,0.057654254362295376,0.33,1,0.64,0.099,0.4346,0.0,0.3406
310,14,0.0,0,4,0,0,0,0.057654254362295376,0.33,1,0.12,0.099,0.1146,0.0,0.0946
74,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
80,5,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
53,5,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
619,68,0.0,0,10,0,1,0,0.057654254362295376,0.33,1,0.34,0.099,0.2346,0.0,0.1956
142,13,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
247,21,0.0,0,4,0,1,0,0.057654254362295376,0.33,1,0.16,0.099,0.1146,0.0,0.1086
223,15,0.0,0,3,0,0,0,0.057654254362295376,0.33,1,0.09,0.099,0.0946,0.0,0.0801
110,8,0.0,0,7,0,4,0,0.057654254362295376,0.33,1,0.37,0.099,0.1746,0.0,0.1941
28,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
72,4,0.0,0,1,0,2,0,0.057654254362295376,0.33,1,0.11,0.099,0.0546,0.0,0.0791
315,30,0.0,0,11,0,21,0,0.057654254362295376,0.33,1,0.73,0.099,0.2546,0.0,0.3361
139,6,0.0,0,4,0,1,0,0.057654254362295376,0.33,1,0.16,0.099,0.1146,0.0,0.1086
71,5,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
12,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
97,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
25,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
49,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
187,15,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
155,12,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
11,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
113,5,0.0,0,7,0,0,0,0.057654254362295376,0.33,1,0.21,0.099,0.1746,0.0,0.1381
0,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
221,18,0.0,0,11,0,7,0,0.057654254362295376,0.33,1,0.61,0.099,0.2546,0.0,0.2941
166,12,0.0,0,6,0,4,0,0.057654254362295376,0.33,1,0.34,0.099,0.1546,0.0,0.1796
152,10,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
380,23,0.0,0,11,0,2,0,0.057654254362295376,0.33,1,0.41,0.099,0.2546,0.0,0.2241
171,16,0.0,0,6,0,4,0,0.057654254362295376,0.33,1,0.34,0.099,0.1546,0.0,0.1796
225,10,0.0,0,2,0,1,0,0.057654254362295376,0.33,1,0.1,0.099,0.0746,0.0,0.0796
32,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
52,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
87,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
315,20,0.0,0,6,0,2,0,0.057654254362295376,0.33,1,0.26,0.099,0.1546,0.0,0.1516
144,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
81,5,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
134,6,0.0,0,4,0,0,0,0.057654254362295376,0.33,1,0.12,0.099,0.1146,0.0,0.0946
32,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
81,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
110,10,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
35,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
70,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
36,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
20,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
25,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
16,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
87,6,0.0,0,3,0,2,0,0.057654254362295376,0.33,1,0.17,0.099,0.0946,0.0,0.1081
102,13,0.0,0,3,0,2,0,0.057654254362295376,0.33,1,0.17,0.099,0.0946,0.0,0.1081
91,7,0.0,0,4,0,0,0,0.057654254362295376,0.33,1,0.12,0.099,0.1146,0.0,0.0946
19,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
54,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
14,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
25,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
37,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
187,5,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
14,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
173,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
197,11,0.0,0,3,0,0,0,0.057654254362295376,0.33,1,0.09,0.099,0.0946,0.0,0.0801
108,3,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
186,9,0.0,0,5,0,1,0,0.057654254362295376,0.33,1,0.19,0.099,0.1346,0.0,0.1231
276,7,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
113,11,0.0,0,6,0,1,0,0.057654254362295376,0.33,1,0.22,0.099,0.1546,0.0,0.1376
123,4,0.0,0,6,0,0,0,0.057654254362295376,0.33,1,0.18,0.099,0.1546,0.0,0.1236
80,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
98,3,0.0,0,3,0,0,0,0.057654254362295376,0.33,1,0.09,0.099,0.0946,0.0,0.0801
80,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
15,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
120,12,0.0,0,6,0,1,0,0.057654254362295376,0.33,1,0.22,0.099,0.1546,0.0,0.1376
60,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
49,3,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
343,23,0.0,0,8,0,2,0,0.057654254362295376,0.33,1,0.32,0.099,0.1946,0.0,0.1806
38,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
112,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
81,4,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
99,4,0.0,0,5,0,1,0,0.057654254362295376,0.33,1,0.19,0.099,0.1346,0.0,0.1231
48,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
48,4,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
93,14,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
18,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
50,4,0.0,0,4,0,0,0,0.057654254362295376,0.33,1,0.12,0.099,0.1146,0.0,0.0946
36,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
257,25,0.0,0,10,0,1,0,0.057654254362295376,0.33,1,0.34,0.099,0.2346,0.0,0.1956
16,1,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
20,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
69,5,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
119,9,0.0,0,2,0,1,0,0.057654254362295376,0.33,1,0.1,0.099,0.0746,0.0,0.0796
121,10,0.0,0,2,0,0,0,0.057654254362295376,0.33,1,0.06,0.099,0.0746,0.0,0.0656
31,4,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
23,3,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
150,6,0.0,0,8,0,11,0,0.057654254362295376,0.33,1,0.64,0.099,0.1946,0.0,0.2926
65,2,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
134,12,0.0,0,4,0,1,0,0.057654254362295376,0.33,1,0.16,0.099,0.1146,0.0,0.1086
129,14,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
300,14,0.0,0,6,0,0,0,0.057654254362295376,0.33,1,0.18,0.099,0.1546,0.0,0.1236
326,20,0.0,0,7,0,2,0,0.057654254362295376,0.33,1,0.29,0.099,0.1746,0.0,0.1661
15,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
244,39,0.0,0,3,0,1,0,0.057654254362295376,0.33,1,0.13,0.099,0.0946,0.0,0.0941
0,0,0.0,0,1,0,0,0,0.057654254362295376,0.33,1,0.03,0.099,0.0546,0.0,0.0511
609,66,0.0,0,35,0,14,0,0.057654254362295376,0.33,1,1.0,0.099,0.4346,0.0,0.4666
100,12,0.0,0,5,0,0,0,0.057654254362295376,0.33,1,0.15,0.099,0.1346,0.0,0.1091
105,10,0.0,0,3,0,7,0,0.057654254362295376,0.33,1,0.37,0.099,0.0946,0.0,0.1781
173,18,0.0,0,6,0,8,0,0.057654254362295376,0.33,1,0.5,0.099,0.1546,0.0,0.2356
27,3,0.0,0,2,0,1,0,0.057654254362295376,0.33,1,0.1,0.099,0.0746,0.0,0.0796
